neighborhood_id,week_start,crime_type,time_of_day,count
Golden Gate Park,2023-12-19,other,night,2
Golden Gate Park,2023-12-19,property,all,5
Golden Gate Park,2023-12-19,property,day,5
Golden Gate Park,2023-12-19,violent,all,2
Golden Gate Park,2023-12-19,violent,day,1
Golden Gate Park,2023-12-19,violent,night,1
Golden Gate Park,2023-12-26,all,all,11
Golden Gate Park,2023-12-26,all,day,10
Golden Gate Park,2023-12-26,all,night,1
Golden Gate Park,2023-12-26,other,all,4
Golden Gate Park,2023-12-26,other,day,4
Golden Gate Park,2023-12-26,property,all,7
Golden Gate Park,2023-12-26,property,day,6
Golden Gate Park,2023-12-26,property,night,1
Golden Gate Park,2024-01-02,all,all,7
Golden Gate Park,2024-01-02,all,day,4
Golden Gate Park,2024-01-02,all,night,3
Golden Gate Park,2024-01-02,other,all,7
Golden Gate Park,2024-01-02,other,day,4
Golden Gate Park,2024-01-02,other,night,3
Golden Gate Park,2024-01-09,all,all,16
Golden Gate Park,2024-01-09,all,day,9
Golden Gate Park,2024-01-09,all,night,7
Golden Gate Park,2024-01-09,other,all,8
Golden Gate Park,2024-01-09,other,day,5
Golden Gate Park,2024-01-09,other,night,3
Golden Gate Park,2024-01-09,property,all,5
Golden Gate Park,2024-01-09,property,day,4
Golden Gate Park,2024-01-09,property,night,1
Golden Gate Park,2024-01-09,violent,all,3
Golden Gate Park,2024-01-09,violent,night,3
Golden Gate Park,2024-01-16,all,all,20
Golden Gate Park,2024-01-16,all,day,13
Golden Gate Park,2024-01-16,all,night,7
Golden Gate Park,2024-01-16,other,all,8
Golden Gate Park,2024-01-16,other,day,4
Golden Gate Park,2024-01-16,other,night,4
Golden Gate Park,2024-01-16,property,all,10
Golden Gate Park,2024-01-16,property,day,8
Golden Gate Park,2024-01-16,property,night,2
Golden Gate Park,2024-01-16,violent,all,2
Golden Gate Park,2024-01-16,violent,day,1
Golden Gate Park,2024-01-16,violent,night,1
Golden Gate Park,2024-01-23,all,all,13
Golden Gate Park,2024-01-23,all,day,10
Golden Gate Park,2024-01-23,all,night,3
Golden Gate Park,2024-01-23,other,all,6
Golden Gate Park,2024-01-23,other,day,3
Golden Gate Park,2024-01-23,other,night,3
Golden Gate Park,2024-01-23,property,all,7
Golden Gate Park,2024-01-23,property,day,7
Golden Gate Park,2024-01-30,all,all,9
Golden Gate Park,2024-01-30,all,day,7
Golden Gate Park,2024-01-30,all,night,2
Golden Gate Park,2024-01-30,other,all,3
Golden Gate Park,2024-01-30,other,day,1
Golden Gate Park,2024-01-30,other,night,2
Golden Gate Park,2024-01-30,property,all,6
Golden Gate Park,2024-01-30,property,day,6
Golden Gate Park,2024-02-06,all,all,25
Golden Gate Park,2024-02-06,all,day,17
Golden Gate Park,2024-02-06,all,night,8
Golden Gate Park,2024-02-06,other,all,9
Golden Gate Park,2024-02-06,other,day,3
Golden Gate Park,2024-02-06,other,night,6
Golden Gate Park,2024-02-06,property,all,15
Golden Gate Park,2024-02-06,property,day,13
Golden Gate Park,2024-02-06,property,night,2
Golden Gate Park,2024-02-06,violent,all,1
Golden Gate Park,2024-02-06,violent,day,1
Golden Gate Park,2024-02-13,all,all,11
Golden Gate Park,2024-02-13,all,day,8
Golden Gate Park,2024-02-13,all,night,3
Golden Gate Park,2024-02-13,other,all,6
Golden Gate Park,2024-02-13,other,day,5
Golden Gate Park,2024-02-13,other,night,1
Golden Gate Park,2024-02-13,property,all,4
Golden Gate Park,2024-02-13,property,day,3
Golden Gate Park,2024-02-13,property,night,1
Golden Gate Park,2024-02-13,violent,all,1
Golden Gate Park,2024-02-13,violent,night,1
Golden Gate Park,2024-02-20,all,all,14
Golden Gate Park,2024-02-20,all,day,12
Golden Gate Park,2024-02-20,all,night,2
Golden Gate Park,2024-02-20,other,all,8
Golden Gate Park,2024-02-20,other,day,7
Golden Gate Park,2024-02-20,other,night,1
Golden Gate Park,2024-02-20,property,all,4
Golden Gate Park,2024-02-20,property,day,4
Golden Gate Park,2024-02-20,violent,all,2
Golden Gate Park,2024-02-20,violent,day,1
Golden Gate Park,2024-02-20,violent,night,1
Golden Gate Park,2024-02-27,all,all,16
Golden Gate Park,2024-02-27,all,day,14
Golden Gate Park,2024-02-27,all,night,2
Golden Gate Park,2024-02-27,other,all,7
Golden Gate Park,2024-02-27,other,day,7
Golden Gate Park,2024-02-27,property,all,8
Golden Gate Park,2024-02-27,property,day,7
Golden Gate Park,2024-02-27,property,night,1
Golden Gate Park,2024-02-27,violent,all,1
Golden Gate Park,2024-02-27,violent,night,1
Golden Gate Park,2024-03-05,all,all,18
Golden Gate Park,2024-03-05,all,day,12
Golden Gate Park,2024-03-05,all,night,6
Golden Gate Park,2024-03-05,other,all,6
Golden Gate Park,2024-03-05,other,day,3
Golden Gate Park,2024-03-05,other,night,3
Golden Gate Park,2024-03-05,property,all,12
Golden Gate Park,2024-03-05,property,day,9
Golden Gate Park,2024-03-05,property,night,3
Golden Gate Park,2024-03-12,all,all,17
Golden Gate Park,2024-03-12,all,day,9
Golden Gate Park,2024-03-12,all,night,8
Golden Gate Park,2024-03-12,other,all,7
Golden Gate Park,2024-03-12,other,day,2
Golden Gate Park,2024-03-12,other,night,5
Golden Gate Park,2024-03-12,property,all,8
Golden Gate Park,2024-03-12,property,day,5
Golden Gate Park,2024-03-12,property,night,3
Golden Gate Park,2024-03-12,violent,all,2
Golden Gate Park,2024-03-12,violent,day,2
Golden Gate Park,2024-03-19,all,all,13
Golden Gate Park,2024-03-19,all,day,12
Golden Gate Park,2024-03-19,all,night,1
Golden Gate Park,2024-03-19,other,all,7
Golden Gate Park,2024-03-19,other,day,6
Golden Gate Park,2024-03-19,other,night,1
Golden Gate Park,2024-03-19,property,all,4
Golden Gate Park,2024-03-19,property,day,4
Golden Gate Park,2024-03-19,violent,all,2
Golden Gate Park,2024-03-19,violent,day,2
Golden Gate Park,2024-03-26,all,all,12
Golden Gate Park,2024-03-26,all,day,5
Golden Gate Park,2024-03-26,all,night,7
Golden Gate Park,2024-03-26,other,all,5
Golden Gate Park,2024-03-26,other,day,2
Golden Gate Park,2024-03-26,other,night,3
Golden Gate Park,2024-03-26,property,all,3
Golden Gate Park,2024-03-26,property,day,2
Golden Gate Park,2024-03-26,property,night,1
Golden Gate Park,2024-03-26,violent,all,4
Golden Gate Park,2024-03-26,violent,day,1
Golden Gate Park,2024-03-26,violent,night,3
Golden Gate Park,2024-04-02,all,all,10
Golden Gate Park,2024-04-02,all,day,9
Golden Gate Park,2024-04-02,all,night,1
Golden Gate Park,2024-04-02,other,all,7
Golden Gate Park,2024-04-02,other,day,6
Golden Gate Park,2024-04-02,other,night,1
Golden Gate Park,2024-04-02,property,all,3
Golden Gate Park,2024-04-02,property,day,3
Golden Gate Park,2024-04-09,all,all,22
Golden Gate Park,2024-04-09,all,day,15
Golden Gate Park,2024-04-09,all,night,7
Golden Gate Park,2024-04-09,other,all,10
Golden Gate Park,2024-04-09,other,day,5
Golden Gate Park,2024-04-09,other,night,5
Golden Gate Park,2024-04-09,property,all,9
Golden Gate Park,2024-04-09,property,day,8
Golden Gate Park,2024-04-09,property,night,1
Golden Gate Park,2024-04-09,violent,all,3
Golden Gate Park,2024-04-09,violent,day,2
Golden Gate Park,2024-04-09,violent,night,1
Golden Gate Park,2024-04-16,all,all,28
Golden Gate Park,2024-04-16,all,day,17
Golden Gate Park,2024-04-16,all,night,11
Golden Gate Park,2024-04-16,other,all,18
Golden Gate Park,2024-04-16,other,day,9
Golden Gate Park,2024-04-16,other,night,9
Golden Gate Park,2024-04-16,property,all,7
Golden Gate Park,2024-04-16,property,day,5
Golden Gate Park,2024-04-16,property,night,2
Golden Gate Park,2024-04-16,violent,all,3
Golden Gate Park,2024-04-16,violent,day,3
Golden Gate Park,2024-04-23,all,all,15
Golden Gate Park,2024-04-23,all,day,7
Golden Gate Park,2024-04-23,all,night,8
Golden Gate Park,2024-04-23,other,all,13
Golden Gate Park,2024-04-23,other,day,5
Golden Gate Park,2024-04-23,other,night,8
Golden Gate Park,2024-04-23,property,all,2
Golden Gate Park,2024-04-23,property,day,2
Golden Gate Park,2024-04-30,all,all,18
Golden Gate Park,2024-04-30,all,day,9
Golden Gate Park,2024-04-30,all,night,9
Golden Gate Park,2024-04-30,other,all,8
Golden Gate Park,2024-04-30,other,day,5
Golden Gate Park,2024-04-30,other,night,3
Golden Gate Park,2024-04-30,property,all,9
Golden Gate Park,2024-04-30,property,day,4
Golden Gate Park,2024-04-30,property,night,5
Golden Gate Park,2024-04-30,violent,all,1
Golden Gate Park,2024-04-30,violent,night,1
Golden Gate Park,2024-05-07,all,all,8
Golden Gate Park,2024-05-07,all,day,6
Golden Gate Park,2024-05-07,all,night,2
Golden Gate Park,2024-05-07,other,all,7
Golden Gate Park,2024-05-07,other,day,5
Golden Gate Park,2024-05-07,other,night,2
Golden Gate Park,2024-05-07,property,all,1
Golden Gate Park,2024-05-07,property,day,1
Golden Gate Park,2024-05-14,all,all,13
Golden Gate Park,2024-05-14,all,day,9
Golden Gate Park,2024-05-14,all,night,4
Golden Gate Park,2024-05-14,other,all,4
Golden Gate Park,2024-05-14,other,day,2
Golden Gate Park,2024-05-14,other,night,2
Golden Gate Park,2024-05-14,property,all,8
Golden Gate Park,2024-05-14,property,day,6
Golden Gate Park,2024-05-14,property,night,2
Golden Gate Park,2024-05-14,violent,all,1
Golden Gate Park,2024-05-14,violent,day,1
Golden Gate Park,2024-05-21,all,all,16
Golden Gate Park,2024-05-21,all,day,11
Golden Gate Park,2024-05-21,all,night,5
Golden Gate Park,2024-05-21,other,all,8
Golden Gate Park,2024-05-21,other,day,4
Golden Gate Park,2024-05-21,other,night,4
Golden Gate Park,2024-05-21,property,all,5
Golden Gate Park,2024-05-21,property,day,4
Golden Gate Park,2024-05-21,property,night,1
Golden Gate Park,2024-05-21,violent,all,3
Golden Gate Park,2024-05-21,violent,day,3
Golden Gate Park,2024-05-28,all,all,8
Golden Gate Park,2024-05-28,all,day,4
Golden Gate Park,2024-05-28,all,night,4
Golden Gate Park,2024-05-28,other,all,4
Golden Gate Park,2024-05-28,other,day,1
Golden Gate Park,2024-05-28,other,night,3
Golden Gate Park,2024-05-28,property,all,1
Golden Gate Park,2024-05-28,property,day,1
Golden Gate Park,2024-05-28,violent,all,3
Golden Gate Park,2024-05-28,violent,day,2
Golden Gate Park,2024-05-28,violent,night,1
Golden Gate Park,2024-06-04,all,all,10
Golden Gate Park,2024-06-04,all,day,5
Golden Gate Park,2024-06-04,all,night,5
Golden Gate Park,2024-06-04,other,all,3
Golden Gate Park,2024-06-04,other,day,2
Golden Gate Park,2024-06-04,other,night,1
Golden Gate Park,2024-06-04,property,all,5
Golden Gate Park,2024-06-04,property,day,2
Golden Gate Park,2024-06-04,property,night,3
Golden Gate Park,2024-06-04,violent,all,2
Golden Gate Park,2024-06-04,violent,day,1
Golden Gate Park,2024-06-04,violent,night,1
Golden Gate Park,2024-06-11,all,all,9
Golden Gate Park,2024-06-11,all,day,4
Golden Gate Park,2024-06-11,all,night,5
Golden Gate Park,2024-06-11,other,all,4
Golden Gate Park,2024-06-11,other,day,2
Golden Gate Park,2024-06-11,other,night,2
Golden Gate Park,2024-06-11,property,all,4
Golden Gate Park,2024-06-11,property,day,2
Golden Gate Park,2024-06-11,property,night,2
Golden Gate Park,2024-06-11,violent,all,1
Golden Gate Park,2024-06-11,violent,night,1
Golden Gate Park,2024-06-18,all,all,15
Golden Gate Park,2024-06-18,all,day,10
Golden Gate Park,2024-06-18,all,night,5
Golden Gate Park,2024-06-18,other,all,8
Golden Gate Park,2024-06-18,other,day,5
Golden Gate Park,2024-06-18,other,night,3
Golden Gate Park,2024-06-18,property,all,4
Golden Gate Park,2024-06-18,property,day,3
Golden Gate Park,2024-06-18,property,night,1
Golden Gate Park,2024-06-18,violent,all,3
Golden Gate Park,2024-06-18,violent,day,2
Golden Gate Park,2024-06-18,violent,night,1
Golden Gate Park,2024-06-25,all,all,9
Golden Gate Park,2024-06-25,all,day,7
Golden Gate Park,2024-06-25,all,night,2
Golden Gate Park,2024-06-25,other,all,4
Golden Gate Park,2024-06-25,other,day,4
Golden Gate Park,2024-06-25,property,all,3
Golden Gate Park,2024-06-25,property,day,2
Golden Gate Park,2024-06-25,property,night,1
Golden Gate Park,2024-06-25,violent,all,2
Golden Gate Park,2024-06-25,violent,day,1
Golden Gate Park,2024-06-25,violent,night,1
Golden Gate Park,2024-07-02,all,all,13
Golden Gate Park,2024-07-02,all,day,7
Golden Gate Park,2024-07-02,all,night,6
Golden Gate Park,2024-07-02,other,all,7
Golden Gate Park,2024-07-02,other,day,4
Golden Gate Park,2024-07-02,other,night,3
Golden Gate Park,2024-07-02,property,all,6
Golden Gate Park,2024-07-02,property,day,3
Golden Gate Park,2024-07-02,property,night,3
Golden Gate Park,2024-07-09,all,all,13
Golden Gate Park,2024-07-09,all,day,10
Golden Gate Park,2024-07-09,all,night,3
Golden Gate Park,2024-07-09,other,all,7
Golden Gate Park,2024-07-09,other,day,5
Golden Gate Park,2024-07-09,other,night,2
Golden Gate Park,2024-07-09,property,all,3
Golden Gate Park,2024-07-09,property,day,2
Golden Gate Park,2024-07-09,property,night,1
Golden Gate Park,2024-07-09,violent,all,3
Golden Gate Park,2024-07-09,violent,day,3
Golden Gate Park,2024-07-16,all,all,14
Golden Gate Park,2024-07-16,all,day,8
Golden Gate Park,2024-07-16,all,night,6
Golden Gate Park,2024-07-16,other,all,7
Golden Gate Park,2024-07-16,other,day,4
Golden Gate Park,2024-07-16,other,night,3
Golden Gate Park,2024-07-16,property,all,6
Golden Gate Park,2024-07-16,property,day,3
Golden Gate Park,2024-07-16,property,night,3
Golden Gate Park,2024-07-16,violent,all,1
Golden Gate Park,2024-07-16,violent,day,1
Golden Gate Park,2024-07-23,all,all,8
Golden Gate Park,2024-07-23,all,day,4
Golden Gate Park,2024-07-23,all,night,4
Golden Gate Park,2024-07-23,other,all,5
Golden Gate Park,2024-07-23,other,day,2
Golden Gate Park,2024-07-23,other,night,3
Golden Gate Park,2024-07-23,property,all,2
Golden Gate Park,2024-07-23,property,day,1
Golden Gate Park,2024-07-23,property,night,1
Golden Gate Park,2024-07-23,violent,all,1
Golden Gate Park,2024-07-23,violent,day,1
Golden Gate Park,2024-07-30,all,all,18
Golden Gate Park,2024-07-30,all,day,13
Golden Gate Park,2024-07-30,all,night,5
Golden Gate Park,2024-07-30,other,all,11
Golden Gate Park,2024-07-30,other,day,8
Golden Gate Park,2024-07-30,other,night,3
Golden Gate Park,2024-07-30,property,all,6
Golden Gate Park,2024-07-30,property,day,4
Golden Gate Park,2024-07-30,property,night,2
Golden Gate Park,2024-07-30,violent,all,1
Golden Gate Park,2024-07-30,violent,day,1
Golden Gate Park,2024-08-06,all,all,46
Golden Gate Park,2024-08-06,all,day,28
Golden Gate Park,2024-08-06,all,night,18
Golden Gate Park,2024-08-06,other,all,21
Golden Gate Park,2024-08-06,other,day,16
Golden Gate Park,2024-08-06,other,night,5
Golden Gate Park,2024-08-06,property,all,24
Golden Gate Park,2024-08-06,property,day,11
Golden Gate Park,2024-08-06,property,night,13
Golden Gate Park,2024-08-06,violent,all,1
Golden Gate Park,2024-08-06,violent,day,1
Golden Gate Park,2024-08-13,all,all,14
Golden Gate Park,2024-08-13,all,day,6
Golden Gate Park,2024-08-13,all,night,8
Golden Gate Park,2024-08-13,other,all,10
Golden Gate Park,2024-08-13,other,day,5
Golden Gate Park,2024-08-13,other,night,5
Golden Gate Park,2024-08-13,property,all,3
Golden Gate Park,2024-08-13,property,day,1
Golden Gate Park,2024-08-13,property,night,2
Golden Gate Park,2024-08-13,violent,all,1
Golden Gate Park,2024-08-13,violent,night,1
Golden Gate Park,2024-08-20,all,all,8
Golden Gate Park,2024-08-20,all,day,5
Golden Gate Park,2024-08-20,all,night,3
Golden Gate Park,2024-08-20,other,all,6
Golden Gate Park,2024-08-20,other,day,4
Golden Gate Park,2024-08-20,other,night,2
Golden Gate Park,2024-08-20,property,all,2
Golden Gate Park,2024-08-20,property,day,1
Golden Gate Park,2024-08-20,property,night,1
Golden Gate Park,2024-08-27,all,all,7
Golden Gate Park,2024-08-27,all,day,3
Golden Gate Park,2024-08-27,all,night,4
Golden Gate Park,2024-08-27,other,all,5
Golden Gate Park,2024-08-27,other,day,1
Golden Gate Park,2024-08-27,other,night,4
Golden Gate Park,2024-08-27,property,all,1
Golden Gate Park,2024-08-27,property,day,1
Golden Gate Park,2024-08-27,violent,all,1
Golden Gate Park,2024-08-27,violent,day,1
Golden Gate Park,2024-09-03,all,all,7
Golden Gate Park,2024-09-03,all,day,3
Golden Gate Park,2024-09-03,all,night,4
Golden Gate Park,2024-09-03,other,all,6
Golden Gate Park,2024-09-03,other,day,3
Golden Gate Park,2024-09-03,other,night,3
Golden Gate Park,2024-09-03,property,all,1
Golden Gate Park,2024-09-03,property,night,1
Golden Gate Park,2024-09-10,all,all,8
Golden Gate Park,2024-09-10,all,day,5
Golden Gate Park,2024-09-10,all,night,3
Golden Gate Park,2024-09-10,other,all,7
Golden Gate Park,2024-09-10,other,day,4
Golden Gate Park,2024-09-10,other,night,3
Golden Gate Park,2024-09-10,property,all,1
Golden Gate Park,2024-09-10,property,day,1
Golden Gate Park,2024-09-17,all,all,10
Golden Gate Park,2024-09-17,all,day,6
Golden Gate Park,2024-09-17,all,night,4
Golden Gate Park,2024-09-17,other,all,9
Golden Gate Park,2024-09-17,other,day,5
Golden Gate Park,2024-09-17,other,night,4
Golden Gate Park,2024-09-17,violent,all,1
Golden Gate Park,2024-09-17,violent,day,1
Golden Gate Park,2024-09-24,all,all,11
Golden Gate Park,2024-09-24,all,day,8
Golden Gate Park,2024-09-24,all,night,3
Golden Gate Park,2024-09-24,other,all,5
Golden Gate Park,2024-09-24,other,day,2
Golden Gate Park,2024-09-24,other,night,3
Golden Gate Park,2024-09-24,property,all,3
Golden Gate Park,2024-09-24,property,day,3
Golden Gate Park,2024-09-24,violent,all,3
Golden Gate Park,2024-09-24,violent,day,3
Golden Gate Park,2024-10-01,all,all,18
Golden Gate Park,2024-10-01,all,day,13
Golden Gate Park,2024-10-01,all,night,5
Golden Gate Park,2024-10-01,other,all,9
Golden Gate Park,2024-10-01,other,day,8
Golden Gate Park,2024-10-01,other,night,1
Golden Gate Park,2024-10-01,property,all,8
Golden Gate Park,2024-10-01,property,day,4
Golden Gate Park,2024-10-01,property,night,4
Golden Gate Park,2024-10-01,violent,all,1
Golden Gate Park,2024-10-01,violent,day,1
Golden Gate Park,2024-10-08,all,all,9
Golden Gate Park,2024-10-08,all,day,9
Golden Gate Park,2024-10-08,other,all,7
Golden Gate Park,2024-10-08,other,day,7
Golden Gate Park,2024-10-08,property,all,1
Golden Gate Park,2024-10-08,property,day,1
Golden Gate Park,2024-10-08,violent,all,1
Golden Gate Park,2024-10-08,violent,day,1
Golden Gate Park,2024-10-15,all,all,12
Golden Gate Park,2024-10-15,all,day,6
Golden Gate Park,2024-10-15,all,night,6
Golden Gate Park,2024-10-15,other,all,6
Golden Gate Park,2024-10-15,other,day,2
Golden Gate Park,2024-10-15,other,night,4
Golden Gate Park,2024-10-15,property,all,4
Golden Gate Park,2024-10-15,property,day,2
Golden Gate Park,2024-10-15,property,night,2
Golden Gate Park,2024-10-15,violent,all,2
Golden Gate Park,2024-10-15,violent,day,2
Golden Gate Park,2024-10-22,all,all,6
Golden Gate Park,2024-10-22,all,day,6
Golden Gate Park,2024-10-22,other,all,5
Golden Gate Park,2024-10-22,other,day,5
Golden Gate Park,2024-10-22,property,all,1
Golden Gate Park,2024-10-22,property,day,1
Golden Gate Park,2024-10-29,all,all,12
Golden Gate Park,2024-10-29,all,day,8
Golden Gate Park,2024-10-29,all,night,4
Golden Gate Park,2024-10-29,other,all,8
Golden Gate Park,2024-10-29,other,day,4
Golden Gate Park,2024-10-29,other,night,4
Golden Gate Park,2024-10-29,property,all,4
Golden Gate Park,2024-10-29,property,day,4
Golden Gate Park,2024-11-05,all,all,4
Golden Gate Park,2024-11-05,all,day,2
Golden Gate Park,2024-11-05,all,night,2
Golden Gate Park,2024-11-05,other,all,3
Golden Gate Park,2024-11-05,other,day,1
Golden Gate Park,2024-11-05,other,night,2
Golden Gate Park,2024-11-05,violent,all,1
Golden Gate Park,2024-11-05,violent,day,1
Golden Gate Park,2024-11-12,all,all,8
Golden Gate Park,2024-11-12,all,day,3
Golden Gate Park,2024-11-12,all,night,5
Golden Gate Park,2024-11-12,other,all,6
Golden Gate Park,2024-11-12,other,day,2
Golden Gate Park,2024-11-12,other,night,4
Golden Gate Park,2024-11-12,property,all,1
Golden Gate Park,2024-11-12,property,day,1
Golden Gate Park,2024-11-12,violent,all,1
Golden Gate Park,2024-11-12,violent,night,1
Golden Gate Park,2024-11-19,all,all,3
Golden Gate Park,2024-11-19,all,day,2
Golden Gate Park,2024-11-19,all,night,1
Golden Gate Park,2024-11-19,other,all,1
Golden Gate Park,2024-11-19,other,night,1
Golden Gate Park,2024-11-19,property,all,2
Golden Gate Park,2024-11-19,property,day,2
Golden Gate Park,2024-11-26,all,all,5
Golden Gate Park,2024-11-26,all,day,3
Golden Gate Park,2024-11-26,all,night,2
Golden Gate Park,2024-11-26,other,all,3
Golden Gate Park,2024-11-26,other,day,1
Golden Gate Park,2024-11-26,other,night,2
Golden Gate Park,2024-11-26,property,all,1
Golden Gate Park,2024-11-26,property,day,1
Golden Gate Park,2024-11-26,violent,all,1
Golden Gate Park,2024-11-26,violent,day,1
Golden Gate Park,2024-12-03,all,all,3
Golden Gate Park,2024-12-03,all,day,2
Golden Gate Park,2024-12-03,all,night,1
Golden Gate Park,2024-12-03,other,all,2
Golden Gate Park,2024-12-03,other,day,1
Golden Gate Park,2024-12-03,other,night,1
Golden Gate Park,2024-12-03,violent,all,1
Golden Gate Park,2024-12-03,violent,day,1
Golden Gate Park,2024-12-10,all,all,4
Golden Gate Park,2024-12-10,all,night,4
Golden Gate Park,2024-12-10,other,all,1
Golden Gate Park,2024-12-10,other,night,1
Golden Gate Park,2024-12-10,property,all,2
Golden Gate Park,2024-12-10,property,night,2
Golden Gate Park,2024-12-10,violent,all,1
Golden Gate Park,2024-12-10,violent,night,1
Golden Gate Park,2024-12-17,all,all,6
Golden Gate Park,2024-12-17,all,day,3
Golden Gate Park,2024-12-17,all,night,3
Golden Gate Park,2024-12-17,other,all,3
Golden Gate Park,2024-12-17,other,day,1
Golden Gate Park,2024-12-17,other,night,2
Golden Gate Park,2024-12-17,property,all,1
Golden Gate Park,2024-12-17,property,day,1
Golden Gate Park,2024-12-17,violent,all,2
Golden Gate Park,2024-12-17,violent,day,1
Golden Gate Park,2024-12-17,violent,night,1
Golden Gate Park,2024-12-24,all,all,7
Golden Gate Park,2024-12-24,all,day,7
Golden Gate Park,2024-12-24,other,all,5
Golden Gate Park,2024-12-24,other,day,5
Golden Gate Park,2024-12-24,property,all,2
Golden Gate Park,2024-12-24,property,day,2
Golden Gate Park,2024-12-31,all,all,2
Golden Gate Park,2024-12-31,all,day,2
Golden Gate Park,2024-12-31,property,all,2
Golden Gate Park,2024-12-31,property,day,2
Golden Gate Park,2025-01-07,all,all,7
Golden Gate Park,2025-01-07,all,day,4
Golden Gate Park,2025-01-07,all,night,3
Golden Gate Park,2025-01-07,other,all,7
Golden Gate Park,2025-01-07,other,day,4
Golden Gate Park,2025-01-07,other,night,3
Golden Gate Park,2025-01-14,all,all,7
Golden Gate Park,2025-01-14,all,day,5
Golden Gate Park,2025-01-14,all,night,2
Golden Gate Park,2025-01-14,other,all,2
Golden Gate Park,2025-01-14,other,night,2
Golden Gate Park,2025-01-14,property,all,4
Golden Gate Park,2025-01-14,property,day,4
Golden Gate Park,2025-01-14,violent,all,1
Golden Gate Park,2025-01-14,violent,day,1
Golden Gate Park,2025-01-21,all,all,6
Golden Gate Park,2025-01-21,all,day,3
Golden Gate Park,2025-01-21,all,night,3
Golden Gate Park,2025-01-21,other,all,4
Golden Gate Park,2025-01-21,other,day,2
Golden Gate Park,2025-01-21,other,night,2
Golden Gate Park,2025-01-21,property,all,1
Golden Gate Park,2025-01-21,property,day,1
Golden Gate Park,2025-01-21,violent,all,1
Golden Gate Park,2025-01-21,violent,night,1
Golden Gate Park,2025-01-28,all,all,3
Golden Gate Park,2025-01-28,all,day,2
Golden Gate Park,2025-01-28,all,night,1
Golden Gate Park,2025-01-28,other,all,3
Golden Gate Park,2025-01-28,other,day,2
Golden Gate Park,2025-01-28,other,night,1
Golden Gate Park,2025-02-04,all,all,11
Golden Gate Park,2025-02-04,all,day,5
Golden Gate Park,2025-02-04,all,night,6
Golden Gate Park,2025-02-04,other,all,8
Golden Gate Park,2025-02-04,other,day,2
Golden Gate Park,2025-02-04,other,night,6
Golden Gate Park,2025-02-04,property,all,3
Golden Gate Park,2025-02-04,property,day,3
Golden Gate Park,2025-02-11,all,all,3
Golden Gate Park,2025-02-11,all,day,1
Golden Gate Park,2025-02-11,all,night,2
Golden Gate Park,2025-02-11,other,all,2
Golden Gate Park,2025-02-11,other,night,2
Golden Gate Park,2025-02-11,property,all,1
Golden Gate Park,2025-02-11,property,day,1
Golden Gate Park,2025-02-18,all,all,7
Golden Gate Park,2025-02-18,all,day,5
Golden Gate Park,2025-02-18,all,night,2
Golden Gate Park,2025-02-18,other,all,4
Golden Gate Park,2025-02-18,other,day,4
Golden Gate Park,2025-02-18,property,all,3
Golden Gate Park,2025-02-18,property,day,1
Golden Gate Park,2025-02-18,property,night,2
Golden Gate Park,2025-02-25,all,all,4
Golden Gate Park,2025-02-25,all,day,4
Golden Gate Park,2025-02-25,other,all,2
Golden Gate Park,2025-02-25,other,day,2
Golden Gate Park,2025-02-25,property,all,2
Golden Gate Park,2025-02-25,property,day,2
Golden Gate Park,2025-03-04,all,all,4
Golden Gate Park,2025-03-04,all,day,1
Golden Gate Park,2025-03-04,all,night,3
Golden Gate Park,2025-03-04,other,all,1
Golden Gate Park,2025-03-04,other,day,1
Golden Gate Park,2025-03-04,property,all,1
Golden Gate Park,2025-03-04,property,night,1
Golden Gate Park,2025-03-04,violent,all,2
Golden Gate Park,2025-03-04,violent,night,2
Golden Gate Park,2025-03-11,all,all,11
Golden Gate Park,2025-03-11,all,day,7
Golden Gate Park,2025-03-11,all,night,4
Golden Gate Park,2025-03-11,other,all,3
Golden Gate Park,2025-03-11,other,day,2
Golden Gate Park,2025-03-11,other,night,1
Golden Gate Park,2025-03-11,property,all,4
Golden Gate Park,2025-03-11,property,day,3
Golden Gate Park,2025-03-11,property,night,1
Golden Gate Park,2025-03-11,violent,all,4
Golden Gate Park,2025-03-11,violent,day,2
Golden Gate Park,2025-03-11,violent,night,2
Golden Gate Park,2025-03-18,all,all,8
Golden Gate Park,2025-03-18,all,day,8
Golden Gate Park,2025-03-18,other,all,6
Golden Gate Park,2025-03-18,other,day,6
Golden Gate Park,2025-03-18,violent,all,2
Golden Gate Park,2025-03-18,violent,day,2
Golden Gate Park,2025-03-25,all,all,6
Golden Gate Park,2025-03-25,all,day,4
Golden Gate Park,2025-03-25,all,night,2
Golden Gate Park,2025-03-25,other,all,5
Golden Gate Park,2025-03-25,other,day,3
Golden Gate Park,2025-03-25,other,night,2
Golden Gate Park,2025-03-25,violent,all,1
Golden Gate Park,2025-03-25,violent,day,1
Golden Gate Park,2025-04-01,all,all,10
Golden Gate Park,2025-04-01,all,day,5
Golden Gate Park,2025-04-01,all,night,5
Golden Gate Park,2025-04-01,other,all,8
Golden Gate Park,2025-04-01,other,day,5
Golden Gate Park,2025-04-01,other,night,3
Golden Gate Park,2025-04-01,property,all,1
Golden Gate Park,2025-04-01,property,night,1
Golden Gate Park,2025-04-01,violent,all,1
Golden Gate Park,2025-04-01,violent,night,1
